-0.94286 , 0.15000 , 700
-0.94286 , 0.16000 , 700
-0.94286 , 0.17000 , 700
-0.94286 , 0.18000 , 700
-0.94286 , 0.19000 , 700
-0.94286 , 0.20000 , 700
-0.94286 , 0.21000 , 700
-0.94286 , 0.22000 , 700
-0.94286 , 0.23000 , 700
-0.94286 , 0.24000 , 700
-0.94286 , 0.25000 , 172
-0.94286 , 0.26000 , 24
-0.94286 , 0.27000 , 19
-0.94286 , 0.28000 , 17
-0.94286 , 0.29000 , 16
-0.94286 , 0.30000 , 15
-0.94286 , 0.31000 , 12
-0.94286 , 0.32000 , 10
-0.94286 , 0.33000 , 10
-0.94286 , 0.34000 , 9
-0.94286 , 0.35000 , 8
-0.94286 , 0.36000 , 8
-0.94286 , 0.37000 , 7
-0.94286 , 0.38000 , 7
-0.94286 , 0.39000 , 7
-0.94286 , 0.40000 , 7
-0.94286 , 0.41000 , 7
-0.94286 , 0.42000 , 6
-0.94286 , 0.43000 , 6
-0.94286 , 0.44000 , 6
-0.94286 , 0.45000 , 6
-0.94286 , 0.46000 , 5
-0.94286 , 0.47000 , 5
-0.94286 , 0.48000 , 5
-0.94286 , 0.49000 , 5
-0.94286 , 0.50000 , 5
-0.94286 , 0.51000 , 5
-0.94286 , 0.52000 , 5
-0.94286 , 0.53000 , 5
-0.94286 , 0.54000 , 5
-0.94286 , 0.55000 , 5
-0.94286 , 0.56000 , 5
-0.94286 , 0.57000 , 5
-0.94286 , 0.58000 , 5
-0.94286 , 0.59000 , 5
-0.94286 , 0.60000 , 5
-0.94286 , 0.61000 , 5
-0.94286 , 0.62000 , 5
-0.94286 , 0.63000 , 4
-0.94286 , 0.64000 , 4
-0.94286 , 0.65000 , 4
-0.94286 , 0.66000 , 4
-0.94286 , 0.67000 , 4
-0.94286 , 0.68000 , 4
-0.94286 , 0.69000 , 4
-0.94286 , 0.70000 , 4
-0.94286 , 0.71000 , 4
-0.94286 , 0.72000 , 4
-0.94286 , 0.73000 , 4
-0.94286 , 0.74000 , 4
-0.94286 , 0.75000 , 4
-0.94286 , 0.76000 , 4
-0.94286 , 0.77000 , 4
-0.94286 , 0.78000 , 4
-0.94286 , 0.79000 , 4
-0.94286 , 0.80000 , 3
-0.94286 , 0.81000 , 3
-0.94286 , 0.82000 , 3
-0.94286 , 0.83000 , 3
-0.94286 , 0.84000 , 3
-0.94286 , 0.85000 , 3
-0.94286 , 0.86000 , 3
-0.94286 , 0.87000 , 3
-0.94286 , 0.88000 , 3
-0.94286 , 0.89000 , 3
-0.94286 , 0.90000 , 3
-0.94286 , 0.91000 , 3
-0.94286 , 0.92000 , 3
-0.94286 , 0.93000 , 3
-0.94286 , 0.94000 , 3
-0.94286 , 0.95000 , 3
-0.94286 , 0.96000 , 3
-0.94286 , 0.97000 , 3
-0.94286 , 0.98000 , 3
-0.94286 , 0.99000 , 3
-0.93286 , -1.00000 , 3
-0.93286 , -0.99000 , 3
-0.93286 , -0.98000 , 3
-0.93286 , -0.97000 , 3
-0.93286 , -0.96000 , 3
-0.93286 , -0.95000 , 3
-0.93286 , -0.94000 , 3
-0.93286 , -0.93000 , 3
-0.93286 , -0.92000 , 3
-0.93286 , -0.91000 , 3
-0.93286 , -0.90000 , 3
-0.93286 , -0.89000 , 3
-0.93286 , -0.88000 , 3
-0.93286 , -0.87000 , 3
-0.93286 , -0.86000 , 3
-0.93286 , -0.85000 , 3
-0.93286 , -0.84000 , 3
-0.93286 , -0.83000 , 3
-0.93286 , -0.82000 , 3
-0.93286 , -0.81000 , 3
-0.93286 , -0.80000 , 4
-0.93286 , -0.79000 , 4
-0.93286 , -0.78000 , 4
-0.93286 , -0.77000 , 4
-0.93286 , -0.76000 , 4
-0.93286 , -0.75000 , 4
-0.93286 , -0.74000 , 4
-0.93286 , -0.73000 , 4
-0.93286 , -0.72000 , 4
-0.93286 , -0.71000 , 4
-0.93286 , -0.70000 , 4
-0.93286 , -0.69000 , 4
-0.93286 , -0.68000 , 4
-0.93286 , -0.67000 , 4
-0.93286 , -0.66000 , 4
-0.93286 , -0.65000 , 4
-0.93286 , -0.64000 , 4
-0.93286 , -0.63000 , 4
-0.93286 , -0.62000 , 5
-0.93286 , -0.61000 , 5
-0.93286 , -0.60000 , 5
-0.93286 , -0.59000 , 5
-0.93286 , -0.58000 , 5
-0.93286 , -0.57000 , 5
-0.93286 , -0.56000 , 5
-0.93286 , -0.55000 , 5
-0.93286 , -0.54000 , 5
-0.93286 , -0.53000 , 5
-0.93286 , -0.52000 , 5
-0.93286 , -0.51000 , 5
-0.93286 , -0.50000 , 5
-0.93286 , -0.49000 , 5
-0.93286 , -0.48000 , 5
-0.93286 , -0.47000 , 5
-0.93286 , -0.46000 , 6
-0.93286 , -0.45000 , 6
-0.93286 , -0.44000 , 6
-0.93286 , -0.43000 , 6
-0.93286 , -0.42000 , 6
-0.93286 , -0.41000 , 7
-0.93286 , -0.40000 , 7
-0.93286 , -0.39000 , 7
-0.93286 , -0.38000 , 7
-0.93286 , -0.37000 , 7
-0.93286 , -0.36000 , 7
-0.93286 , -0.35000 , 8
-0.93286 , -0.34000 , 9
-0.93286 , -0.33000 , 10
-0.93286 , -0.32000 , 12
-0.93286 , -0.31000 , 21
-0.93286 , -0.30000 , 21
-0.93286 , -0.29000 , 79
-0.93286 , -0.28000 , 19
-0.93286 , -0.27000 , 21
-0.93286 , -0.26000 , 53
-0.93286 , -0.25000 , 48
-0.93286 , -0.24000 , 700
-0.93286 , -0.23000 , 700
-0.93286 , -0.22000 , 700
-0.93286 , -0.21000 , 700
-0.93286 , -0.20000 , 700
-0.93286 , -0.19000 , 700
-0.93286 , -0.18000 , 700
-0.93286 , -0.17000 , 700
-0.93286 , -0.16000 , 700
-0.93286 , -0.15000 , 700
-0.93286 , -0.14000 , 700
-0.93286 , -0.13000 , 700
-0.93286 , -0.12000 , 700
-0.93286 , -0.11000 , 700
-0.93286 , -0.10000 , 700
-0.93286 , -0.09000 , 700
-0.93286 , -0.08000 , 700
-0.93286 , -0.07000 , 700
-0.93286 , -0.06000 , 700
-0.93286 , -0.05000 , 700
-0.93286 , -0.04000 , 700
-0.93286 , -0.03000 , 700
-0.93286 , -0.02000 , 700
-0.93286 , -0.01000 , 700
-0.93286 , 0.00000 , 700
-0.93286 , 0.01000 , 700
-0.93286 , 0.02000 , 700
-0.93286 , 0.03000 , 700
-0.93286 , 0.04000 , 700
-0.93286 , 0.05000 , 700
-0.93286 , 0.06000 , 700
-0.93286 , 0.07000 , 700
-0.93286 , 0.08000 , 700
-0.93286 , 0.09000 , 700
-0.93286 , 0.10000 , 700
-0.93286 , 0.11000 , 700
-0.93286 , 0.12000 , 700
-0.93286 , 0.13000 , 700
-0.93286 , 0.14000 , 700
-0.93286 , 0.15000 , 700
-0.93286 , 0.16000 , 700
-0.93286 , 0.17000 , 700
-0.93286 , 0.18000 , 700
-0.93286 , 0.19000 , 700
-0.93286 , 0.20000 , 700
-0.93286 , 0.21000 , 700
-0.93286 , 0.22000 , 700
-0.93286 , 0.23000 , 700
-0.93286 , 0.24000 , 700
-0.93286 , 0.25000 , 48
-0.93286 , 0.26000 , 53
-0.93286 , 0.27000 , 21
-0.93286 , 0.28000 , 19
-0.93286 , 0.29000 , 79
-0.93286 , 0.30000 , 21
-0.93286 , 0.31000 , 21
-0.93286 , 0.32000 , 12
-0.93286 , 0.33000 , 10
-0.93286 , 0.34000 , 9
-0.93286 , 0.35000 , 8
-0.93286 , 0.36000 , 7
-0.93286 , 0.37000 , 7
-0.93286 , 0.38000 , 7
-0.93286 , 0.39000 , 7
-0.93286 , 0.40000 , 7
-0.93286 , 0.41000 , 7
-0.93286 , 0.42000 , 6
-0.93286 , 0.43000 , 6
-0.93286 , 0.44000 , 6
-0.93286 , 0.45000 , 6
-0.93286 , 0.46000 , 6
-0.93286 , 0.47000 , 5
-0.93286 , 0.48000 , 5
-0.93286 , 0.49000 , 5
-0.93286 , 0.50000 , 5
-0.93286 , 0.51000 , 5
-0.93286 , 0.52000 , 5
-0.93286 , 0.53000 , 5
-0.93286 , 0.54000 , 5
-0.93286 , 0.55000 , 5
-0.93286 , 0.56000 , 5
-0.93286 , 0.57000 , 5
-0.93286 , 0.58000 , 5
-0.93286 , 0.59000 , 5
-0.93286 , 0.60000 , 5
-0.93286 , 0.61000 , 5
-0.93286 , 0.62000 , 5
-0.93286 , 0.63000 , 4
-0.93286 , 0.64000 , 4
-0.93286 , 0.65000 , 4
-0.93286 , 0.66000 , 4
-0.93286 , 0.67000 , 4
-0.93286 , 0.68000 , 4
-0.93286 , 0.69000 , 4
-0.93286 , 0.70000 , 4
-0.93286 , 0.71000 , 4
-0.93286 , 0.72000 , 4
-0.93286 , 0.73000 , 4
-0.93286 , 0.74000 , 4
-0.93286 , 0.75000 , 4
-0.93286 , 0.76000 , 4
-0.93286 , 0.77000 , 4
-0.93286 , 0.78000 , 4
-0.93286 , 0.79000 , 4
-0.93286 , 0.80000 , 4
-0.93286 , 0.81000 , 3
-0.93286 , 0.82000 , 3
-0.93286 , 0.83000 , 3
-0.93286 , 0.84000 , 3
-0.93286 , 0.85000 , 3
-0.93286 , 0.86000 , 3
-0.93286 , 0.87000 , 3
-0.93286 , 0.88000 , 3
-0.93286 , 0.89000 , 3
-0.93286 , 0.90000 , 3
-0.93286 , 0.91000 , 3
-0.93286 , 0.92000 , 3
-0.93286 , 0.93000 , 3
-0.93286 , 0.94000 , 3
-0.93286 , 0.95000 , 3
-0.93286 , 0.96000 , 3
-0.93286 , 0.97000 , 3
-0.93286 , 0.98000 , 3
-0.93286 , 0.99000 , 3
